hour,weekday,service_avg_minutes,queue_length,counters_active,priority,wait_minutes
10,3,18,15,3,1,75
9,3,12,12,4,1,15
9,2,35,14,4,2,102
11,1,20,9,2,1,121
11,2,30,9,4,1,75
12,2,10,6,2,1,26
11,3,20,18,4,1,124
14,0,10,13,4,1,43
11,5,10,7,4,1,20
13,1,30,9,4,1,103
15,3,12,14,2,2,61
15,4,18,15,4,2,38
10,1,30,14,3,4,51
10,1,30,15,4,1,101
12,1,20,5,3,1,41
12,6,15,4,4,2,6
12,2,18,8,3,2,34
12,2,35,6,2,4,32
12,5,25,3,3,2,17
12,3,35,9,4,1,35
15,3,20,10,4,3,29
13,2,18,7,4,3,37
16,2,35,13,3,2,52
13,2,20,6,3,1,54
12,2,25,8,4,1,34
13,0,15,5,5,1,19
17,0,30,7,4,1,42
12,1,10,7,4,1,13
12,3,20,7,3,2,31
14,3,20,14,4,1,95
12,6,10,3,4,2,6
9,4,25,13,3,1,46
13,3,20,6,4,1,29
8,6,10,6,5,1,7
8,5,20,5,3,2,32
13,2,30,6,4,1,22
12,3,12,5,3,1,20
13,3,30,6,2,1,56
12,3,30,7,2,1,112
13,4,15,6,3,1,34
11,2,18,17,4,1,124
8,2,12,8,3,1,41
13,5,15,5,3,2,29
14,4,10,18,2,2,89
13,3,30,6,3,3,41
14,1,15,11,5,1,40
12,5,15,4,3,1,24
17,6,18,6,4,1,23
11,4,30,16,3,1,180
16,3,25,8,2,1,80
13,0,15,6,2,1,55
13,0,30,6,3,2,31
10,1,25,17,5,1,136
10,5,15,7,2,1,105
10,2,30,19,3,1,176
15,6,30,7,2,2,63
12,6,10,3,5,1,7
11,1,10,15,3,1,48
12,5,20,3,3,1,19
9,1,35,15,4,1,105
14,4,15,15,3,1,106
15,2,30,13,2,1,180
15,4,20,15,4,1,96
17,1,25,8,3,1,65
14,2,35,13,4,1,142
17,3,35,9,3,1,75
13,1,20,6,5,1,13
16,3,10,9,3,4,7
13,3,30,9,4,1,61
12,1,30,6,5,1,41
12,4,15,5,4,1,18
14,5,10,9,3,1,55
13,2,10,7,3,1,28
12,1,25,6,5,1,34
10,5,20,7,3,1,59
11,4,15,14,3,1,89
12,6,30,4,4,1,29
13,6,10,3,4,1,4
8,4,18,6,3,1,48
16,3,35,9,2,1,119
10,3,20,12,3,1,86
11,2,18,10,2,1,55
15,3,30,16,3,1,155
12,4,20,6,4,2,25
13,3,35,6,4,1,68
12,3,12,7,4,1,26
9,4,12,12,4,1,19
13,1,10,7,5,1,11
11,3,10,17,2,3,52
11,2,12,9,3,1,31
11,2,30,20,3,1,176
11,1,35,12,4,1,122
9,4,30,12,5,1,87
12,3,18,9,3,1,30
17,1,30,8,5,4,17
10,2,20,13,3,1,103
11,3,18,14,2,1,180
16,3,35,8,3,1,72
12,1,25,6,3,1,73
11,3,15,13,2,1,140
12,5,30,4,4,1,22
14,4,35,13,4,4,36
12,4,18,6,4,1,20
16,2,30,8,3,1,67
15,0,12,22,3,1,64
12,4,25,6,3,1,29
16,2,18,11,2,1,116
13,2,25,9,2,1,100
14,4,18,12,2,4,13
11,3,10,13,3,1,53
12,1,12,5,3,1,18
12,3,25,6,4,1,21
12,3,12,6,4,1,13
12,3,10,6,3,2,21
13,3,30,6,4,1,50
12,1,18,8,3,1,67
8,0,35,7,4,1,22
15,5,20,9,3,3,19
10,5,15,7,4,4,6
13,1,18,7,3,1,31
11,3,30,10,3,1,73
14,4,12,10,3,3,30
13,3,18,8,4,1,36
11,5,30,7,3,1,124
10,3,30,16,4,1,124
15,3,20,11,2,1,64
10,5,12,10,2,1,59
16,0,12,8,4,1,19
14,4,30,12,3,1,142
16,2,20,10,4,1,56
17,1,30,10,5,2,30
15,4,35,17,3,2,152
13,1,10,7,3,3,20
12,4,35,7,5,1,60
14,0,10,20,3,1,108
12,0,12,6,4,1,14
11,4,30,10,3,1,51
11,2,10,14,4,1,41
13,2,12,9,2,1,50
17,4,18,9,3,1,91
14,1,25,13,5,1,95
11,2,25,11,2,1,180
14,5,12,7,4,1,22
13,4,35,5,5,1,26
12,2,18,7,4,1,36
12,2,12,6,4,2,18
17,5,18,7,3,1,48
15,2,25,12,4,2,41
14,6,20,6,3,1,42
12,2,18,6,3,2,27
11,2,30,20,3,1,180
8,3,30,10,4,1,103
13,3,25,7,2,1,81
10,0,18,18,3,2,85
11,3,18,13,3,2,54
10,2,10,11,2,1,84
12,2,20,6,3,1,42
11,2,15,10,3,1,61
12,6,30,4,4,4,9
10,4,15,10,3,1,51
10,3,30,11,3,1,111
10,5,18,7,3,1,63
11,3,15,13,2,2,76
16,4,20,8,2,1,66
10,5,12,10,3,3,30
10,2,35,13,4,4,43
12,2,20,7,3,1,54
8,5,25,6,3,1,45
11,5,30,7,3,1,74
12,2,30,7,3,4,29
11,2,18,12,4,2,51
17,3,18,8,4,1,38
10,2,10,18,3,1,83
15,0,25,13,2,1,140
14,3,18,12,4,1,54
12,3,18,7,3,1,28
11,4,25,14,5,2,44
16,4,35,10,4,1,62
17,2,15,10,3,2,45
14,3,15,13,3,1,89
10,4,12,16,3,1,74
13,2,30,5,4,1,49
9,3,12,12,2,3,50
12,4,18,7,4,2,26
14,6,35,6,4,2,35
14,6,12,12,5,2,32
13,2,18,8,3,2,58
15,2,18,11,2,4,40
10,4,15,17,3,1,77
16,1,15,8,2,4,24
12,2,20,12,4,1,64
8,4,25,10,3,1,63
15,3,20,14,3,3,88
14,2,18,13,5,1,53
12,1,12,6,3,1,20
9,1,20,17,2,2,77
12,4,25,6,4,3,25
13,3,12,7,3,3,22
13,0,18,7,3,1,49
12,2,30,11,3,1,101
14,5,18,6,2,1,73
13,3,18,5,2,2,25
9,5,18,7,3,1,37
13,1,20,6,3,1,69
15,4,15,16,3,2,83
16,2,12,9,5,4,8
9,4,25,13,5,3,59
9,4,18,11,3,4,14
13,5,12,4,4,2,7
15,2,35,10,5,1,53
14,1,25,16,2,1,180
11,3,35,13,4,2,124
12,3,15,7,3,1,59
12,1,15,5,2,1,56
17,5,15,6,3,1,22
10,4,20,9,3,1,83
11,2,35,14,4,3,104
13,5,35,6,3,1,61
11,3,15,16,3,2,54
9,3,35,14,2,2,106
16,4,12,7,4,2,17
11,4,30,13,4,1,180
16,0,12,7,5,1,22
14,5,35,6,4,1,44
11,2,35,10,4,3,87
15,1,12,12,3,1,20
16,6,35,6,4,2,35
16,4,15,9,4,1,47
11,2,10,7,2,3,49
12,1,10,7,4,1,29
9,5,10,10,4,1,30
10,3,25,13,3,1,128
9,2,30,13,3,1,180
12,4,30,7,2,2,20
16,4,25,8,4,1,40
9,4,30,13,3,1,128
11,1,35,13,2,1,154
11,4,20,13,3,1,79
13,1,15,5,3,1,36
13,2,35,5,4,3,51
12,3,15,8,2,1,33
12,4,18,5,3,1,27
11,1,12,15,4,4,17
16,4,12,8,5,1,25
14,1,25,11,2,3,90
12,3,15,8,4,3,26
16,0,18,9,3,2,20
10,2,15,15,3,3,38
9,2,35,10,3,2,75
17,2,12,9,4,3,22
14,1,12,17,4,1,69
14,1,35,12,4,1,149
10,5,30,9,3,4,9
13,3,18,5,3,1,33
9,2,30,13,4,1,122
15,1,10,12,4,1,26
9,4,35,14,3,1,167
14,5,18,4,4,1,14
13,4,35,8,4,1,63
15,2,20,8,5,1,42
11,4,25,17,3,1,180
14,4,35,13,4,2,64
9,3,12,11,3,2,34
8,0,10,10,5,1,17
14,1,18,13,3,2,102
8,2,30,9,3,3,84
10,1,10,13,3,2,17
12,1,25,7,5,3,28
11,0,25,12,3,4,30
11,3,15,13,4,3,46
17,6,25,8,3,2,53
12,5,12,4,4,1,15
12,0,10,8,4,1,23
13,2,30,7,5,3,32
13,2,30,6,2,1,88
14,4,35,19,4,2,135
17,4,25,8,3,1,80
11,4,30,10,3,1,133
8,1,18,8,2,2,23
12,5,12,5,3,1,25
15,2,10,14,3,1,52
13,3,35,9,4,1,86
8,2,30,10,2,3,91
14,2,25,9,2,1,85
16,2,25,8,3,1,58
12,1,12,5,2,1,34
10,4,35,13,3,1,149
13,2,10,7,3,2,17
12,1,12,5,4,3,11
10,1,12,14,3,1,35
14,3,25,14,3,1,154
12,4,18,6,3,1,16
12,3,20,8,4,2,23
12,3,15,10,5,4,11
8,1,20,11,3,1,39
10,2,18,13,2,1,158
14,3,10,14,4,4,12
13,4,18,8,3,1,36
11,5,25,6,2,1,80
15,4,12,12,4,1,25
12,0,15,6,4,1,41
9,2,10,9,4,1,21
16,3,35,10,3,3,121
16,5,18,6,4,1,21
16,1,20,8,3,3,53
15,4,10,12,4,1,10
13,1,20,6,4,1,39
11,2,25,10,2,1,87
13,3,12,8,3,1,39
14,2,12,10,4,1,45
9,4,35,18,3,1,180
12,2,30,6,4,1,26
16,2,10,8,5,1,15
13,2,12,6,2,1,23
14,0,25,13,3,1,128
9,1,25,14,3,2,69
13,2,20,7,3,3,31
9,4,25,16,3,1,180
10,1,10,14,3,3,56
14,4,12,14,2,3,66
9,3,10,14,4,3,31
9,4,30,15,4,1,161
11,3,20,14,5,1,73
11,3,10,14,3,3,47
8,1,15,7,3,1,33
11,5,10,9,2,1,53
10,0,25,11,3,1,145
15,3,18,15,3,1,96
10,2,18,14,3,1,72
16,4,12,10,4,1,18
11,3,12,14,4,1,54
11,1,15,10,3,3,51
16,1,10,7,4,1,23
8,3,20,8,3,2,32
12,3,25,7,3,1,66
9,6,20,7,3,2,34
11,2,15,10,5,1,18
17,3,25,11,4,1,77
17,5,25,4,2,3,30
14,3,20,14,5,1,48
9,5,15,7,4,2,21
11,2,18,18,4,2,84
14,1,15,15,2,4,31
12,4,15,8,5,1,25
11,1,30,15,4,1,82
16,2,35,12,3,3,120
17,3,25,7,3,1,56
17,2,30,9,4,1,61
17,2,12,10,3,1,27
10,2,35,13,3,1,158
14,2,30,12,3,1,113
13,6,12,4,2,1,21
14,3,20,7,5,2,12
17,5,10,7,3,2,17
14,3,30,11,2,1,174
13,1,30,5,2,3,70
13,6,25,4,2,1,53
12,2,18,10,3,1,42
9,3,30,10,4,4,11
13,4,10,9,4,1,3
11,2,30,13,4,1,78
15,1,35,11,3,1,180
9,1,35,14,3,2,139
9,4,12,13,3,1,82
15,5,10,6,4,2,10
17,5,12,3,2,1,17
15,5,10,8,3,1,21
13,5,20,3,4,1,16
11,2,30,15,3,3,157
11,1,20,10,4,2,17
10,2,10,13,4,2,13
15,2,25,15,2,1,180
13,4,18,7,2,1,46
17,4,12,7,3,1,34
15,2,25,14,2,1,180
8,1,15,8,5,1,15
13,0,18,5,2,1,34
11,2,35,10,3,1,161
11,5,30,9,4,3,58
12,2,35,8,3,1,143
11,3,12,11,4,1,42
13,1,18,7,5,2,10
15,1,10,11,4,1,28
14,5,25,5,3,1,29
15,3,20,17,2,1,180
14,1,35,15,3,1,180
13,1,18,6,3,2,15
10,3,35,13,4,2,33
13,3,25,7,4,2,21
16,5,15,5,2,3,24
16,2,15,11,3,1,43
12,2,15,7,2,1,49
12,5,10,3,3,1,10
11,4,25,11,3,1,106
17,1,12,11,3,1,33
15,1,25,18,3,1,157
14,3,35,9,3,1,104
11,2,30,19,5,1,133
8,4,10,7,5,1,16
8,0,18,13,3,3,35
12,2,12,6,4,1,11
15,2,15,11,4,1,37
17,4,12,8,4,1,24
10,2,25,10,4,1,89
17,1,25,9,5,1,61
17,2,30,11,4,1,71
12,3,10,6,2,1,44
11,3,25,11,3,1,68
9,0,10,14,2,3,75
9,4,20,16,4,4,21
14,3,18,12,3,1,47
17,4,35,10,3,1,146
14,5,12,9,5,1,10
15,1,15,11,3,1,63
15,1,25,13,4,1,63
13,2,30,6,5,1,30
14,3,18,16,3,3,7
13,2,18,8,3,1,46
12,2,12,6,3,1,39
11,2,35,13,2,1,180
14,5,12,7,2,1,65
15,3,30,8,4,1,45
11,1,20,9,4,1,77
13,6,25,4,4,4,5
10,3,30,10,2,1,180
15,4,35,11,3,1,103
12,4,12,7,5,1,20
14,2,35,15,4,1,180
11,0,18,17,4,1,81
11,4,15,13,5,1,50
14,3,15,13,4,1,74
16,4,20,9,4,1,48
12,4,18,8,4,1,51
14,6,20,6,4,1,32
14,2,15,11,4,1,37
15,1,12,12,4,1,41
12,3,10,7,5,1,11
17,0,25,10,3,1,94
13,3,35,9,4,4,24
15,4,30,16,2,1,180
13,4,30,7,4,3,74
13,2,20,5,4,1,34
13,3,10,8,4,1,4
12,3,20,8,4,1,22
10,1,12,12,5,4,8
13,1,35,8,4,1,47
8,6,18,6,2,1,63
17,5,18,6,2,2,45
11,4,20,13,3,1,121
11,4,25,10,5,1,86
14,2,20,14,3,1,59
13,3,35,6,3,2,52
9,2,25,10,2,1,84
11,1,10,13,3,1,57
11,2,30,16,3,2,138
15,2,12,12,3,1,64
10,1,35,12,3,3,171
9,6,20,6,5,1,26
10,1,12,11,2,4,25
11,4,12,9,4,1,35
13,3,10,6,3,1,25
16,4,15,10,3,2,31
10,4,15,13,2,1,117
10,4,10,14,4,1,24
14,5,30,8,2,2,96
11,1,18,15,4,1,78
15,1,10,11,2,3,23
10,2,25,13,3,1,162
9,4,20,11,3,1,88
12,4,15,6,4,1,27
12,3,12,7,2,4,7
13,2,12,8,3,1,35
9,6,25,9,5,1,62
15,3,20,9,3,4,21
10,3,30,10,4,2,67
11,2,35,9,4,1,84
15,3,20,10,4,1,76
12,3,30,8,2,1,55
12,4,15,7,4,1,29
12,1,12,6,5,2,15
10,4,18,10,4,1,14
8,2,18,8,4,3,28
12,2,30,7,4,4,15
17,4,10,9,4,1,27
12,4,10,6,2,2,22
8,6,10,6,3,1,16
14,5,25,7,3,1,81
17,3,25,8,2,1,111
17,1,18,15,3,1,107
15,1,12,15,4,1,50
14,2,20,13,2,1,180
13,6,12,3,2,1,11
11,1,10,16,5,1,11
11,1,10,14,2,1,97
8,1,25,8,2,1,124
13,1,10,6,4,1,13
13,1,12,7,5,1,13
17,3,20,8,3,3,45
13,4,12,6,2,1,30
10,1,20,16,4,1,116
9,2,15,10,2,2,40
13,1,25,6,3,1,23
12,3,25,5,3,1,23
12,2,10,12,3,1,26
15,2,18,8,4,1,21
10,2,10,12,4,1,42
16,3,35,7,2,2,98
16,1,18,14,3,1,135
12,1,30,7,4,1,65
12,4,15,6,2,1,42
12,1,18,9,3,3,38
14,3,20,11,2,2,60
15,3,35,20,3,2,139
11,4,12,9,5,2,17
14,6,10,6,3,1,31
12,2,12,7,4,1,16
16,4,12,5,2,1,22
11,5,25,9,3,1,77
8,0,30,11,4,1,73
11,2,30,10,3,1,144
9,2,15,14,2,1,113
15,1,15,14,3,2,55
15,3,35,13,3,1,19
10,4,10,17,5,3,21
12,2,18,6,3,1,38
13,6,35,3,2,3,50
15,0,15,12,3,1,56
12,2,15,7,3,1,16
10,1,25,13,3,2,121
9,5,12,8,5,1,19
10,5,25,8,3,1,110
12,1,12,7,3,3,17
11,4,35,13,4,1,89
12,4,20,6,3,3,52
10,3,15,9,2,2,31
13,2,20,9,2,1,58
12,4,25,7,5,1,43
13,1,20,6,2,1,76
16,2,18,9,3,2,54
10,2,35,17,2,1,180
13,1,18,9,4,3,51
13,4,20,8,4,1,51
12,4,30,7,4,1,66
13,6,35,3,3,1,35
16,4,12,11,4,1,20
12,4,20,10,4,2,36
15,0,25,9,5,2,33
16,1,30,12,3,1,166
15,3,35,15,4,1,83
9,4,15,17,4,1,91
14,2,20,12,3,1,70
15,4,18,14,2,1,153
14,1,25,12,5,1,67
11,1,35,14,3,1,174
13,2,12,6,4,2,25
8,2,25,8,4,1,47
11,2,25,11,3,2,85
10,3,25,15,4,1,57
8,6,35,5,4,2,27
13,3,12,7,3,1,22
8,4,20,9,2,1,78
13,2,35,6,3,2,44
13,3,18,7,4,3,31
12,1,20,7,3,1,39
13,3,18,8,3,1,71
17,6,15,3,3,3,15
10,4,10,19,2,1,63
16,2,20,10,5,1,34
15,1,15,10,3,1,68
15,3,10,13,5,3,21
12,1,20,6,3,1,17
13,0,15,8,2,1,81
13,1,18,7,4,2,17
10,3,25,12,2,2,141
9,5,20,9,3,2,50
8,4,18,9,3,1,43
11,2,12,12,4,3,42
13,2,30,11,3,1,164
16,2,18,6,3,1,40
14,4,15,15,3,1,60
10,4,18,11,5,1,45
11,2,35,12,4,1,126
15,5,18,4,3,1,24
9,4,18,14,2,3,131
11,3,18,12,3,1,104
11,2,30,13,4,1,141
12,0,20,6,3,1,38
15,4,30,16,3,1,162
10,2,35,9,3,1,121
10,3,30,13,3,2,164
13,6,10,3,3,1,12
12,5,25,4,4,2,14
11,1,20,15,2,1,122
10,1,20,9,3,2,6
8,3,25,9,3,2,35
10,1,10,15,4,2,29
10,3,15,15,5,1,33
10,1,20,11,3,1,84
10,5,12,9,2,1,36
10,2,30,12,4,1,87
13,2,10,8,5,1,16
15,3,18,15,2,1,80
14,1,30,11,4,3,48
15,5,35,8,3,3,83
11,5,15,6,4,1,22
11,4,25,14,5,1,59
13,1,30,6,3,1,67
15,3,12,9,4,1,27
11,2,35,9,4,1,102
10,3,30,13,4,2,80
16,4,35,9,4,3,60
13,5,20,4,3,3,16
14,3,15,9,5,1,27
10,3,30,16,3,3,129
15,4,18,13,4,2,56
13,2,18,9,3,2,25
10,1,18,10,4,1,59
12,3,25,6,3,1,51
14,2,15,17,4,1,74
8,1,35,10,4,1,81
12,4,15,6,4,1,17
10,0,18,7,4,1,16
17,2,35,9,2,1,18
14,3,20,14,2,1,130
15,3,10,17,4,3,34
12,4,15,7,4,2,20
16,1,25,5,5,1,33
9,2,35,16,3,1,180
8,2,15,10,4,1,36
14,1,30,17,4,2,173
14,4,12,12,4,2,39
17,0,30,6,4,4,12
10,5,12,9,3,1,42
9,2,25,13,2,1,118
12,2,20,8,5,1,46
16,3,10,10,5,1,15
13,1,12,6,5,1,22
17,2,30,6,3,1,46
11,2,15,13,4,2,41
14,2,10,9,2,1,56
10,1,20,14,3,2,64
13,4,12,10,4,1,27
11,2,12,13,3,3,58
13,4,25,8,2,2,68
13,2,20,6,3,2,26
17,3,30,10,3,3,71
12,2,25,5,4,1,29
11,4,18,15,4,2,57
10,4,12,14,3,1,87
8,2,25,12,3,1,93
9,3,20,9,4,1,47
15,3,35,10,2,1,180
17,3,30,9,2,1,180
10,3,35,16,4,1,46
13,1,10,11,3,1,41
11,2,18,13,4,1,82
14,2,18,14,3,1,70
10,2,12,14,4,3,34
10,1,18,19,3,4,20
15,3,25,13,3,1,134
9,3,12,13,3,1,37
10,3,30,8,2,1,158
15,2,12,12,2,1,75
13,3,35,8,3,1,118
12,4,20,7,3,1,75
13,5,12,3,5,1,9
10,0,12,11,2,1,94
13,1,30,6,3,1,56
9,3,15,12,2,2,59
12,4,35,6,4,1,41
9,1,18,14,3,1,77
17,1,10,9,3,1,34
13,3,20,9,3,2,22
12,3,18,9,2,2,52
14,3,30,12,2,1,180
10,1,25,14,4,1,116
12,1,18,6,2,1,64
11,5,12,9,3,1,36
15,2,30,13,3,2,102
11,3,18,13,3,1,94
8,4,25,7,4,1,73
12,4,20,7,2,1,85
12,2,20,6,4,1,22
15,1,25,11,3,1,118
13,4,10,6,2,1,45
16,5,12,6,5,1,10
16,1,25,10,3,1,102
13,5,15,4,4,1,16
15,1,30,14,3,3,159
14,4,15,12,4,2,40
13,1,30,5,3,1,56
13,5,12,4,5,1,6
15,2,12,9,2,2,38
11,3,30,10,2,1,180
15,5,18,13,3,2,37
8,1,25,6,4,1,29
12,1,35,5,4,1,49
12,1,25,7,3,1,52
16,4,30,9,3,3,82
11,1,15,16,4,1,74
13,1,30,6,4,2,47
11,4,18,13,4,4,24
10,3,20,16,4,1,153
10,1,20,15,3,1,103
16,2,12,9,4,1,10
12,4,15,8,3,1,53
14,5,30,7,4,1,53
9,4,12,11,3,1,36
13,2,25,6,2,4,29
13,0,35,6,4,1,53
8,1,18,6,4,1,21
13,1,18,7,3,1,47
10,1,25,9,5,1,33
8,1,35,10,4,1,65
8,6,20,4,3,1,33
11,4,10,7,4,4,7
17,3,20,9,4,1,36
12,2,30,10,4,1,97
11,2,25,16,4,1,145
11,4,30,18,3,4,64
11,1,12,15,3,2,41
11,1,15,15,2,1,68
8,3,15,9,2,3,79
8,3,12,11,3,1,33
12,2,30,7,2,2,40
15,4,15,8,3,1,33
12,3,20,9,3,1,80
8,2,18,7,5,1,46
13,0,18,8,3,2,44
9,4,12,13,3,1,33
13,3,18,7,4,3,25
17,1,25,9,3,1,101
15,2,35,12,2,3,180
12,6,12,4,2,1,33
8,3,25,9,3,2,53
13,1,30,9,3,2,55
10,1,20,10,2,1,123
10,4,20,12,3,1,91
14,3,15,12,4,1,36
15,5,10,7,4,1,13
14,4,30,16,2,3,180
12,3,15,11,2,1,85
16,1,10,6,2,3,28
12,4,15,8,5,1,35
13,6,10,4,2,1,15
12,3,18,9,3,1,73
15,1,20,14,4,1,94
12,3,10,7,4,1,23
10,1,12,13,2,1,39
14,2,10,9,3,3,19
9,0,30,19,3,1,136
11,0,25,18,2,1,180
12,2,18,6,4,1,12
11,0,20,13,4,1,83
15,0,18,12,4,1,61
16,3,12,8,5,1,14
15,3,15,16,3,1,76
14,3,30,16,4,2,57
11,3,20,15,5,1,102
12,5,20,3,4,1,21
12,1,18,6,3,1,38
17,4,18,9,3,2,52
12,1,18,6,3,1,48
11,1,15,13,3,1,40
12,3,18,7,2,1,78
16,3,10,11,3,1,42
11,5,10,7,4,2,5
12,3,25,6,3,2,38
12,4,12,8,4,1,13
13,2,15,5,4,1,15
13,4,35,9,3,1,101
16,4,15,10,3,1,46
15,1,30,13,4,1,96
9,4,12,12,2,1,95
12,2,12,6,4,2,19
15,4,18,13,3,2,53
11,4,25,10,2,2,136
12,2,15,6,2,1,58
14,0,18,11,4,2,37
14,1,12,10,2,1,52
15,4,18,14,3,1,26
10,4,18,15,4,1,63
17,3,10,7,4,1,14
8,3,15,8,4,1,28
12,4,15,8,4,1,39
16,4,12,10,4,1,24
17,3,35,5,3,2,43
15,3,30,10,3,1,90
13,1,25,7,3,2,39
9,3,12,11,3,1,41
11,1,18,14,3,1,115
11,5,30,8,3,1,108
13,4,18,8,4,1,44
14,2,35,10,3,3,105
13,5,18,3,4,1,11
15,3,12,13,3,1,42
13,2,15,6,4,1,20
11,3,20,11,4,1,35
17,6,25,5,2,1,54
9,5,10,7,3,1,24
11,0,18,15,4,1,106
10,2,35,13,4,4,44
11,6,18,8,3,3,40
10,5,10,6,3,1,30
10,4,10,11,4,1,28
11,2,35,14,4,1,136
17,5,18,6,5,1,12
12,2,20,6,3,1,41
13,2,25,5,3,1,26
10,3,12,11,5,1,36
14,2,12,14,4,1,59
8,1,35,12,3,1,180
12,2,18,7,3,3,40
11,1,20,14,5,1,55
14,1,10,18,3,3,64
15,6,25,6,2,1,65
9,6,30,7,2,1,85
9,3,18,14,4,1,39
9,6,20,7,4,1,22
12,6,20,6,4,1,33
14,0,10,17,4,1,41
15,1,20,17,3,2,95
14,4,18,10,3,2,46
13,3,30,9,3,1,94
12,4,12,6,4,1,13
16,3,18,6,3,1,44
11,5,25,8,4,3,48
9,6,10,6,3,1,25
13,1,10,6,5,1,15
12,3,15,7,3,3,31
11,1,15,13,4,3,66
12,1,35,6,4,1,45
12,4,25,9,3,4,17
13,1,35,6,3,2,32
8,3,20,6,2,1,77
12,2,20,8,3,2,47
10,1,15,17,3,2,83
11,1,30,12,4,1,58
14,3,35,15,3,2,180
10,3,12,13,4,1,57
15,1,30,12,5,1,71
15,4,10,13,4,1,27
11,4,30,16,4,1,180
10,5,10,7,5,2,14
9,3,18,13,3,2,39
12,0,25,5,4,1,26
9,1,35,17,3,1,147
15,1,35,17,4,1,180
11,3,15,12,3,3,40
10,5,25,8,3,1,33
10,3,20,11,4,1,88
13,5,30,3,4,3,11
16,3,15,11,4,1,40
15,0,18,14,4,1,50
13,1,18,6,5,1,25
8,5,30,9,5,1,38
10,4,30,13,4,1,104
9,2,30,8,2,1,77
15,5,15,7,2,1,58
17,4,30,9,4,4,16
13,3,20,8,4,1,37
12,5,30,3,4,1,30
11,5,10,7,3,1,27
10,1,35,16,3,4,66
12,2,20,8,3,4,15
17,6,25,8,2,1,131
12,5,18,4,3,1,24
11,1,18,14,4,1,116
12,1,30,7,4,1,49
14,2,20,10,3,3,86
14,1,35,15,2,1,180
10,2,35,14,2,1,180
11,4,20,18,4,3,106
12,1,30,6,2,1,116
10,5,10,9,4,1,31
17,2,18,13,3,2,90
16,2,12,11,3,2,34
17,1,15,8,5,1,16
14,4,10,11,3,1,30
13,3,18,9,2,1,24
10,4,35,13,4,3,119
9,3,25,14,4,1,79
12,1,20,6,5,1,13
15,3,30,17,2,1,180
16,3,25,10,4,2,30
10,1,35,8,3,1,117
17,3,12,7,3,4,5
14,1,35,12,2,1,180
13,4,10,7,2,1,42
10,5,20,5,3,3,26
12,1,12,7,5,1,20
14,4,10,10,5,3,16
12,2,20,8,2,1,57
10,4,12,9,5,1,30
8,3,12,9,4,1,27
12,6,12,6,2,1,57
12,2,18,7,2,1,54
10,3,35,20,4,1,180
15,2,15,13,2,2,70
14,1,18,14,4,1,48
12,4,20,9,4,1,35
17,3,15,12,3,1,68
12,4,30,7,4,1,58
13,2,30,5,3,1,49
17,6,35,6,4,1,54
14,3,35,19,5,1,77
16,2,12,10,3,1,35
9,2,20,10,5,2,32
13,4,12,7,2,1,49
13,3,15,8,2,1,62
15,1,12,20,3,1,100
17,1,15,9,5,1,40
12,3,20,8,4,1,39
10,5,15,6,3,1,28
12,4,25,5,3,1,46
13,1,12,6,4,2,11
12,3,12,6,5,1,15
12,2,25,7,2,1,138
13,5,35,4,4,3,33
17,4,35,11,2,1,104
16,4,15,10,4,1,33
11,1,25,10,2,1,170
14,1,20,19,3,1,124
10,2,12,12,3,2,33
12,1,18,6,5,1,24
16,4,10,9,5,2,14
11,4,18,15,4,1,76
13,0,35,8,4,1,38
12,3,12,7,4,4,4
16,4,10,6,4,1,17
9,5,25,9,4,1,54
13,1,30,7,3,1,77
13,1,15,7,4,1,14
10,2,35,18,2,1,180
16,2,12,9,3,1,42
12,3,20,6,4,3,22
17,3,25,10,4,1,88
10,2,10,12,4,1,35
15,3,30,12,3,2,83
14,2,25,13,2,4,46
14,1,35,13,4,1,180
10,3,20,12,3,1,65
8,2,15,8,2,2,39
8,5,15,8,4,3,8
12,4,25,7,3,2,75
10,5,10,9,3,2,15
13,2,25,8,2,1,107
15,5,12,9,3,1,30
10,3,30,13,3,2,101
12,6,15,6,3,1,25
13,4,35,7,3,1,117
12,4,25,6,5,2,22
10,5,35,6,4,2,47
16,4,30,7,3,1,89
11,5,15,8,3,1,29
11,2,30,11,3,4,33
13,3,18,6,4,4,12
12,1,25,5,3,1,50
12,5,15,3,2,1,14
13,4,18,7,2,2,43
8,1,35,10,4,1,140
13,4,10,7,5,2,11
9,4,10,13,3,1,23
15,2,35,12,2,1,144
11,5,25,7,3,4,16
10,3,25,17,4,1,101
13,2,20,8,3,1,35
17,2,12,6,3,1,30
12,0,10,6,4,1,14
9,6,30,10,4,1,112
13,1,35,6,2,1,108
16,4,10,7,2,1,28
9,5,35,9,3,1,124
15,1,18,10,3,1,70
15,1,30,13,3,2,70
10,2,20,13,2,1,116
15,3,12,16,3,3,24
11,2,12,14,3,1,73
14,4,30,10,3,1,180
13,1,30,6,2,1,48
8,3,15,9,4,2,30
10,4,12,17,4,1,57
16,3,20,10,4,1,42
10,3,18,16,3,1,130
11,1,10,12,5,2,17
11,4,18,14,4,4,32
13,3,30,7,4,1,52
12,6,35,4,3,1,50
10,5,12,10,2,1,31
15,2,12,13,3,1,46
14,0,25,12,3,1,116
10,3,18,13,3,1,95
9,4,12,13,2,1,93
9,4,18,12,5,1,45
15,2,18,10,5,1,36
14,1,12,13,3,2,52
12,2,20,9,3,1,55
